StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1,Q1_11_TEXT,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q8,Q11,Q11_11_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_15,Q14_16,Q14_17,Q14_18,Q14_19,Q14_20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q18,Q19,Q21,Q22,Q24,Q25,Q27,Q26
2017-04-03 22:08:38,2017-04-03 22:10:43,0,97.75.163.22,100,125,1,2017-04-03 22:10:44,R_27Umep6MVpWg68V,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,3,3,3,4,4,5,4,2,4,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1994,1
2017-04-03 21:59:30,2017-04-03 22:11:08,0,45.56.33.158,100,697,1,2017-04-03 22:11:09,R_1MLqlRoZivp5qMP,,,,,40.339294433594,-111.57089996338,anonymous,5,,6,5,5,3,6,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 22:10:50,2017-04-03 22:18:23,0,172.56.31.174,100,453,1,2017-04-03 22:18:24,R_1FbaoInaKcWe3fv,,,,,33.941497802734,-118.13069915771,anonymous,1,,1,3,1,3,5,1,3,3,4,6,6,7,1,4,6,6,5,7,2,5,4,5,5,6,6,5,4,5,6,7,7,7,7,7,4,6,4,4,4,4,3,4,4,4,4,4,4,2,3,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1992,1
2017-04-03 22:26:41,2017-04-03 22:27:56,0,76.8.213.179,100,74,1,2017-04-03 22:27:57,R_2X5kMlbOzOKT5t1,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,,1
2017-04-03 22:29:25,2017-04-03 22:37:09,0,98.202.119.178,100,463,1,2017-04-03 22:37:10,R_2YAkcSzZeCdwsFI,,,,,40.393005371094,-111.78379821777,anonymous,1,,4,4,1,1,6,6,7,6,5,6,6,6,4,5,5,6,5,7,6,7,6,2,2,5,5,5,6,5,7,7,7,7,5,7,6,3,5,5,3,4,3,4,3,5,4,4,5,3,4,1,3,3,4,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Data Analytics,2,,1,1990,2
2017-04-03 22:36:04,2017-04-03 22:40:06,0,73.67.244.62,100,241,1,2017-04-03 22:40:07,R_2P6jmJWB8xoghmt,,,,,45.467697143555,-122.49589538574,anonymous,1,,5,3,3,5,6,4,3,5,7,5,6,7,2,3,5,6,4,4,5,4,5,5,6,6,5,4,5,5,6,7,6,5,5,6,5,5,4,5,4,5,4,4,4,4,5,5,5,1,2,2,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Sales - Consumer Packaged Goods,3,,2,1989,3
2017-04-03 22:43:14,2017-04-03 22:46:31,0,170.72.33.249,100,196,1,2017-04-03 22:46:32,R_31WPUvmnAepIbtJ,,,,,40.514099121094,-112.03299713135,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,3,4,3,3,2,4,3,4,4,3,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,3
2017-04-03 19:24:11,2017-04-03 23:06:59,0,75.169.163.27,100,13367,1,2017-04-03 23:07:00,R_1EYjS7LUTyhLR5c,,,,,40.624694824219,-111.71230316162,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1986,3
2017-04-03 23:06:38,2017-04-03 23:08:22,0,66.219.212.102,100,103,1,2017-04-03 23:08:22,R_1DOkYRnVlqFzAog,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,5,4,4,4,3,3,3,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1997,1
2017-04-03 23:07:20,2017-04-03 23:09:04,0,173.242.138.136,100,103,1,2017-04-03 23:09:05,R_2TszFzM91xq27B5,,,,,37.828506469727,-86.277900695801,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,4,2,4,4,3,4,5,4,4,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1994,3
2017-04-03 23:17:57,2017-04-03 23:27:05,0,68.108.62.69,100,547,1,2017-04-03 23:27:05,R_1LASjSOtGpX6lTf,,,,,36.272903442383,-115.13330078125,anonymous,6,,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,6,4,4,4,5,5,2,4,3,3,4,2,4,3,4,4,4,4,1,1,2,4,2,4,2,1,11,,4,4,4,4,5,4,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,4,5,4,5,6,5,5,4,5,5,2,,Accounting,5,,1,1965,2
2017-04-04 00:33:43,2017-04-04 00:37:04,0,205.185.99.36,100,201,1,2017-04-04 00:37:05,R_2WDnBsElSESipGN,,,,,43.783203125,-111.76560211182,anonymous,2,,3,4,4,5,5,4,4,6,4,6,6,6,4,4,7,4,7,7,5,5,6,6,5,5,5,3,7,6,7,7,7,5,6,7,7,4,4,5,4,4,3,5,4,5,5,5,4,5,4,2,4,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1994,3
2017-04-04 01:09:03,2017-04-04 01:15:17,0,66.87.118.93,100,374,1,2017-04-04 01:15:18,R_0c71Wgc47nMBkCl,,,,,37.759094238281,-122.13589477539,anonymous,4,,,,,6,,,,,,7,,6,,,6,,,,,5,6,2,2,6,6,7,7,5,2,6,,,,,,2,5,3,4,5,4,5,3,4,4,5,4,1,1,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,High tech,1,,1,1988,2
2017-04-04 02:11:09,2017-04-04 02:15:37,0,174.52.70.119,100,267,1,2017-04-04 02:15:38,R_12LHM3U4KSrKjHK,,,,,40.339294433594,-111.57089996338,anonymous,2,,4,4,5,6,7,6,4,6,4,4,4,4,4,5,4,5,5,4,4,5,4,5,6,5,5,5,5,6,6,7,7,7,6,6,5,7,4,4,4,5,2,3,2,4,5,5,4,2,1,2,2,2,2,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1992,1
2017-04-04 06:06:23,2017-04-04 06:11:15,0,107.77.209.199,100,292,1,2017-04-04 06:11:16,R_2fkVCuXaRw5S4Fv,,,,,41.848297119141,-87.651702880859,anonymous,5,,5,4,4,5,7,5,7,5,5,6,5,5,4,4,4,5,5,4,5,6,5,5,5,5,5,4,7,7,5,7,5,4,2,4,4,5,4,4,4,4,3,4,4,5,5,5,4,3,4,3,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,ECOMMERCE,2,,1,07/07/1991,2
2017-04-04 06:49:25,2017-04-04 06:51:44,0,70.57.114.61,100,138,1,2017-04-04 06:51:45,R_3FJMNdGU9WhrX6P,,,,,45.544204711914,-122.64309692383,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1994,3
2017-04-04 07:02:33,2017-04-04 07:04:57,0,24.113.205.60,100,143,1,2017-04-04 07:04:58,R_DTONdxIRrXCs23L,,,,,47.5458984375,-122.58889770508,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,4,4,4,4,4,4,2,4,4,2,2,2,1,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1995,3
2017-04-04 08:20:43,2017-04-04 08:27:02,0,192.34.18.2,100,379,1,2017-04-04 08:27:03,R_3HNxRma5Fi0FqrS,,,,,43.529205322266,-112.2733001709,anonymous,6,,2,2,2,3,6,5,3,7,5,6,6,5,1,2,5,5,2,6,3,3,7,2,7,7,6,6,7,7,6,7,6,5,1,7,2,3,5,2,3,5,4,5,4,5,5,5,5,1,1,1,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Brand marketing ",1,,2,1994,2
2017-04-04 08:28:44,2017-04-04 08:31:34,0,45.56.44.235,100,170,1,2017-04-04 08:31:35,R_1N3bl9Fj1bbhg4Q,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,3,4,4,4,3,4,4,4,4,2,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-04 10:08:50,2017-04-04 10:11:25,0,128.187.116.1,100,155,1,2017-04-04 10:11:26,R_27OmiteDADelJfW,,,,,40.356292724609,-111.73249816895,anonymous,11,Website Optimization,1,3,1,6,6,4,5,5,5,7,5,5,2,7,7,5,5,5,5,5,5,5,6,3,3,7,7,7,5,5,6,5,1,6,5,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1994,1
2017-04-04 10:59:05,2017-04-04 11:02:10,0,66.87.126.33,100,185,1,2017-04-04 11:02:11,R_2YY7mV95FGSZhCh,,,,,40.649993896484,-112.01499938965,anonymous,3,,3,5,5,7,5,5,4,6,6,4,6,6,2,5,5,7,7,7,5,6,6,6,7,6,5,7,6,5,5,7,6,5,5,6,6,5,4,5,4,5,2,3,4,3,3,4,4,3,4,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-04 11:54:54,2017-04-04 12:00:31,0,73.187.198.186,100,337,1,2017-04-04 12:00:32,R_211BFQ3oNPW6F3l,,,,,41.311996459961,-75.539497375488,anonymous,6,,5,3,4,6,7,7,6,7,7,6,7,7,5,5,7,7,7,7,3,3,5,2,5,6,7,7,7,7,5,7,6,6,1,6,2,3,5,4,4,4,4,5,4,5,5,4,4,2,3,1,,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,1,1991,2
2017-04-04 12:38:03,2017-04-04 12:46:51,0,208.186.233.100,100,528,1,2017-04-04 12:46:52,R_5BBSSgxslSfzE1r,,,,,40.324493408203,-111.96179962158,anonymous,6,,1,2,1,2,5,1,1,5,5,5,5,6,1,2,5,5,5,5,6,7,7,5,7,7,7,6,5,5,5,7,6,6,4,4,5,6,4,5,3,4,4,4,3,5,5,4,4,3,4,2,4,2,4,2,1,1,,1,2,1,1,5,1,1,5,6,5,6,6,1,3,7,5,2,6,6,6,6,2,2,4,4,2,5,2,7,6,6,7,7,7,2,2,,,5,,1,1965,2
2017-04-04 13:02:26,2017-04-04 13:09:26,0,128.187.116.24,100,420,1,2017-04-04 13:09:27,R_31pjQtQBLeUrnDU,,,,,40.356292724609,-111.73249816895,anonymous,8,,4,5,6,6,6,6,5,6,5,3,5,6,4,2,3,5,4,6,7,2,5,4,5,3,5,5,7,7,4,6,5,4,3,6,4,4,5,4,4,5,3,5,4,4,5,4,4,1,4,2,2,2,3,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1995,1
2017-04-04 14:14:17,2017-04-04 14:19:14,0,70.103.180.85,100,296,1,2017-04-04 14:19:15,R_2WYUxq3DKhYgw1m,,,,,40.324493408203,-111.96179962158,anonymous,1,,2,5,2,3,5,2,2,5,7,1,7,7,1,2,7,5,6,6,1,2,6,1,2,5,5,2,5,5,7,7,7,7,7,7,6,5,5,5,4,5,5,5,4,5,3,5,5,1,3,1,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,saas,2,,2,1989,2
2017-04-04 14:31:52,2017-04-04 14:33:40,0,107.77.245.7,100,107,1,2017-04-04 14:33:41,R_1fg3UFXJ7Ww1A5K,,,,,34.054397583008,-118.2440032959,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,4,2,3,2,4,4,5,3,4,3,2,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1996,3
2017-04-04 15:17:22,2017-04-04 15:20:15,0,161.28.236.126,100,173,1,2017-04-04 15:20:16,R_248zYyZbu7yboty,,,,,40.290298461914,-111.72360229492,anonymous,6,,5,4,3,7,5,5,4,6,5,7,7,7,5,3,5,5,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,1,3,4,2,4,3,4,4,4,4,4,4,4,4,1,2,3,2,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1990,2
2017-04-04 16:08:25,2017-04-04 16:12:44,0,128.187.116.29,100,258,1,2017-04-04 16:12:45,R_2dPZCdWXQCXKcwl,,,,,40.356292724609,-111.73249816895,anonymous,1,,2,3,3,3,7,3,3,7,6,7,6,6,5,3,6,6,6,6,6,6,6,5,5,6,6,5,5,5,7,7,7,7,6,7,5,6,4,4,4,5,4,4,3,5,4,5,4,2,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1991,1
2017-04-04 18:01:46,2017-04-04 18:03:50,0,76.182.27.250,100,123,1,2017-04-04 18:03:51,R_2e2s7a73wC0WdCx,,,,,35.54460144043,-78.830902099609,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,4,4,4,3,3,5,4,4,3,3,4,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1994,3
2017-04-04 18:48:16,2017-04-04 18:52:53,0,70.166.122.49,100,276,1,2017-04-04 18:52:54,R_u2plgK7Qf1DoRSp,,,,,33.59440612793,-111.44850158691,anonymous,3,,4,4,4,4,7,5,4,5,5,5,4,4,4,6,,5,5,6,6,4,6,5,6,4,5,5,6,4,5,4,4,4,4,4,4,5,3,5,3,3,2,2,3,2,2,4,4,4,2,4,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1991,2
2017-04-04 18:55:08,2017-04-04 19:01:17,0,67.175.71.165,100,368,1,2017-04-04 19:01:18,R_30vj6hxUKcdSNdI,,,,,41.880004882812,-88.358703613281,anonymous,1,,2,2,1,1,7,4,5,6,7,4,7,7,4,5,7,6,5,7,1,5,5,2,3,6,6,6,7,7,7,7,5,6,6,7,5,2,5,5,5,5,3,5,5,5,5,5,5,2,4,1,4,3,3,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Chemical Manufacturing,1,,1,1991,2
2017-04-04 19:16:23,2017-04-04 19:21:24,0,50.160.56.159,100,301,1,2017-04-04 19:21:25,R_10GVHu1Lf220IYo,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,3,3,3,4,4,4,4,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,3
2017-04-04 21:01:38,2017-04-04 21:03:28,0,50.168.195.211,100,109,1,2017-04-04 21:03:31,R_2YyJWYlhoWESMua,,,,,40.464706420898,-111.63320159912,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,4,3,3,3,4,4,4,4,3,1,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1998,1
2017-04-04 22:13:50,2017-04-04 22:21:50,0,208.54.5.230,100,479,1,2017-04-04 22:21:50,R_1fkOWf1wkx4zTTO,,,,,38.004898071289,-121.8058013916,anonymous,1,,2,2,2,2,6,2,2,4,4,2,7,7,2,3,3,7,6,7,2,2,2,2,2,4,5,2,7,4,7,7,7,7,7,7,2,3,3,4,3,3,2,3,2,3,3,5,4,3,3,2,2,3,3,3,1,2,,1,1,4,1,6,1,1,7,1,1,4,7,1,1,1,7,1,7,1,1,4,2,4,4,5,4,7,4,7,7,7,7,7,7,4,2,,"Financial Services ",2,,1,1992,2
2017-04-05 06:49:23,2017-04-05 06:53:37,0,189.206.2.25,100,253,1,2017-04-05 06:53:38,R_2BfffDbcpX2x56h,,,,,25.666702270508,-100.40000152588,anonymous,8,,4,1,2,4,6,2,2,7,5,4,6,4,2,2,5,7,6,6,4,7,6,6,6,7,7,5,5,7,6,7,5,5,5,7,7,4,4,4,5,4,4,4,4,3,4,4,5,1,1,2,3,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Professional Services,4,,2,,2
2017-04-05 14:07:28,2017-04-05 14:12:34,0,45.56.33.206,100,305,1,2017-04-05 14:12:35,R_VKoSmRm2BHCnf2h,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,4,3,4,3,4,5,5,5,3,1,3,1,5,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1993,3
2017-04-05 14:52:39,2017-04-05 14:59:17,0,65.181.56.178,100,397,1,2017-04-05 14:59:19,R_r3A8CeGs3uF0pP3,,,,,40.7001953125,-111.94339752197,anonymous,9,,1,1,2,7,7,2,2,6,6,5,4,4,1,1,6,5,4,2,4,5,6,3,1,2,1,5,7,4,1,5,3,3,1,2,3,4,3,2,4,5,4,4,4,3,4,4,4,2,3,2,2,4,2,3,1,7,,1,1,1,5,4,1,1,5,1,4,2,1,1,1,5,5,1,1,5,7,7,2,3,2,2,3,4,5,1,5,7,1,1,1,4,2,,SaaS,3,,1,1979,3
2017-04-05 15:18:21,2017-04-05 15:20:29,0,128.187.116.12,100,128,1,2017-04-05 15:20:30,R_2dFT0IqdjSrEQXb,,,,,40.356292724609,-111.73249816895,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,4,5,2,4,4,4,5,4,4,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-05 16:55:08,2017-04-05 16:56:43,0,45.56.32.141,100,94,1,2017-04-05 16:56:44,R_2agyJhxbbXhjpMt,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,2,4,2,4,2,4,4,4,4,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-05 20:54:34,2017-04-05 20:58:33,0,100.15.108.224,100,238,1,2017-04-05 20:58:33,R_3m51cXrzScHjwcu,,,,,39.052597045898,-77.121002197266,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,2,4,3,3,2,4,4,4,3,2,2,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Contracting,2,,2,1970,3
2017-04-06 11:15:32,2017-04-06 11:18:55,0,216.152.103.23,100,203,1,2017-04-06 11:18:56,R_1mmzQsLzzKGmD7K,,,,,39.212600708008,-76.713600158691,anonymous,8,,5,4,6,6,6,4,6,6,7,4,7,7,6,6,6,6,4,6,4,5,6,4,6,2,5,5,3,5,6,7,6,3,2,5,5,5,3,4,2,4,2,3,2,4,3,4,4,2,4,2,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1993,3
2017-04-06 11:24:02,2017-04-06 11:28:37,0,94.142.238.241,100,275,1,2017-04-06 11:28:38,R_z2945McVR0o1ueZ,,,,,50.083297729492,14.466705322266,anonymous,9,,5,4,5,6,6,4,6,6,5,4,5,4,5,5,6,6,6,6,4,4,5,4,6,6,6,4,5,3,3,5,5,5,4,5,5,5,3,4,5,4,4,4,4,4,2,3,2,2,3,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,3
2017-04-06 22:40:48,2017-04-06 22:44:23,0,39.110.200.124,100,214,1,2017-04-06 22:44:25,R_2b2HHrCara8BnlL,,,,,35.642700195312,139.76770019531,anonymous,2,,4,4,3,4,7,5,5,6,7,7,5,6,4,4,7,5,4,4,4,4,7,7,7,5,5,5,7,5,7,7,5,5,6,6,6,6,5,4,4,4,4,4,3,5,4,5,4,2,4,1,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E-commerce retail,1,,1,1991,2
2017-04-07 14:08:12,2017-04-07 14:16:18,0,170.89.9.1,100,486,1,2017-04-07 14:16:19,R_3punWOVjDQejECx,,,,,40.22639465332,-111.69699859619,anonymous,6,,5,5,4,6,7,5,5,7,7,6,7,7,4,6,7,3,4,4,7,5,6,4,6,7,7,6,7,7,5,7,6,6,2,6,4,5,5,1,3,5,3,5,3,5,5,5,4,1,2,1,4,1,4,1,1,5,,3,4,4,5,7,4,5,7,7,5,7,6,5,6,7,2,3,2,6,2,2,2,2,7,7,6,7,7,3,5,6,6,1,6,3,1,1,,,,1,1993,1
2017-04-07 16:04:28,2017-04-07 16:15:53,0,50.160.104.59,100,685,1,2017-04-07 16:15:54,R_QmJuAQ49ZRgIMbD,,,,,40.559799194336,-111.96649932861,anonymous,7,,2,2,1,5,5,1,1,6,5,7,5,5,4,5,5,5,6,6,7,7,7,6,7,5,5,6,6,5,5,7,4,2,2,6,4,2,4,4,4,4,4,5,3,5,5,5,5,1,3,1,4,2,4,2,1,3,,2,3,2,5,6,3,2,7,6,7,6,5,4,6,6,5,5,6,5,7,6,4,5,5,2,6,7,7,4,7,4,4,2,7,4,2,,Retail Digital Marketing,1,,2,1993,2
2017-03-31 23:09:32,2017-03-31 23:12:24,0,66.219.236.230,41,172,0,2017-04-07 23:12:50,R_2dlHz3LEB3hjrnH,,,,,,,anonymous,8,,1,1,1,3,5,1,1,3,2,1,1,2,1,2,2,2,2,3,6,7,6,6,6,7,6,5,7,7,7,7,5,4,4,6,4,4,4,5,4,4,3,4,4,4,4,4,4,2,3,2,3,,2,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:13:07,2017-03-31 23:13:23,0,50.160.122.170,6,15,0,2017-04-07 23:13:36,R_W27Pf7Kbwq8j4JP,,,,,,,anonymous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:17:17,2017-03-31 23:17:39,0,107.77.229.52,6,22,0,2017-04-07 23:18:05,R_1GP9mOPm4GlRgvS,,,,,,,anonymous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:16:03,2017-03-31 23:18:20,0,107.77.230.73,35,136,0,2017-04-07 23:18:23,R_3iVHTMoL7goflTn,,,,,,,anonymous,8,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,6,6,6,6,6,6,4,6,6,6,3,6,6,5,4,4,3,4,3,4,4,4,4,5,4,2,2,2,4,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:18:14,2017-03-31 23:18:34,0,70.71.93.97,6,19,0,2017-04-07 23:18:35,R_2EmBqQFKJbpmchV,,,,,,,anonymous,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:18:56,2017-03-31 23:19:09,0,45.56.49.97,6,12,0,2017-04-07 23:19:31,R_4IxSMD2IPCnnz8t,,,,,,,anonymous,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:17:12,2017-03-31 23:21:00,0,73.98.142.141,35,228,0,2017-04-07 23:21:02,R_2TXgKeLP6KJ8LC3,,,,,,,anonymous,1,,2,2,2,1,6,2,2,6,7,7,6,7,3,4,6,7,7,7,2,4,6,6,6,5,5,4,6,6,7,,7,7,7,7,6,5,4,5,5,5,4,4,3,5,5,5,4,3,3,1,3,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:27:06,2017-03-31 23:27:31,0,24.56.48.171,6,24,0,2017-04-07 23:27:32,R_elm77Kn4ScfEbTz,,,,,,,anonymous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31 23:38:19,2017-03-31 23:38:36,0,205.185.99.36,6,17,0,2017-04-07 23:38:52,R_1LTmHm0phN6LKTF,,,,,,,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
